ID,Currency,Impact,title,Forecast,Previous,Actual,timeofevent,positive
10251,AUD,2,HIA New Home Sales m/m,,-5.20%,0.90%,10/4/29 21:17,1
10252,AUD,2,Private Sector Credit m/m,0.40%,0.40%,0.50%,10/4/29 21:30,1
10253,JPY,2,Monetary Policy Statement,,,,10/4/30 0:18,1
10254,JPY,1,Housing Starts y/y,-5.60%,-9.30%,-2.40%,10/4/30 1:00,1
10255,JPY,2,BOJ Outlook Report,,,,10/4/30 2:00,1
10256,EUR,2,Spanish Unemployment Rate,19.70%,18.80%,20.10%,10/4/30 3:00,1
10257,JPY,3,BOJ Press Conference,,,,10/4/30 3:25,1
10258,CHF,3,SNB Chairman Hildebrand Speaks,,,,10/4/30 4:00,1
10259,EUR,2,CPI Flash Estimate y/y,1.40%,1.40%,1.50%,10/4/30 5:00,1
10260,CHF,3,KOF Economic Barometer,1.99,1.96,1.99,10/4/30 5:30,1
10261,EUR,1,Italian Monthly Unemployment Rate,8.60%,8.60%,8.80%,10/4/30 6:00,1
10262,CAD,3,GDP m/m,0.50%,0.60%,0.30%,10/4/30 8:30,1
10263,USD,2,Chicago PMI,60,58.8,63.8,10/4/30 9:45,1
10264,USD,2,Revised UoM Consumer Sentiment,71.2,69.5,72.2,10/4/30 9:55,-1
10265,CNY,3,Manufacturing PMI,55.7,55.1,55.7,10/4/30 21:00,1
10266,USD,1,FOMC Member Duke Speaks,,,,10/5/1 13:00,1
10267,EUR,3,Eurogroup Meetings,,,,2010-5-2 All Day,1
10268,AUD,1,AIG Manufacturing Index,,50.2,59.8,10/5/2 19:30,1
10269,CNY,0,Bank Holiday,,,,2010-5-2 All Day,1
10270,JPY,0,Bank Holiday,,,,2010-5-2 All Day,1
10271,AUD,1,MI Inflation Gauge m/m,,0.50%,0.40%,10/5/2 20:30,1
10272,CNY,1,Non-Manufacturing PMI,,58.4,63,10/5/2 21:00,1
10273,AUD,2,HPI q/q,3.20%,5.10%,4.80%,10/5/2 21:30,1
10274,NZD,1,ANZ Commodity Prices m/m,,1.80%,4.90%,10/5/2 23:03,-1
10275,AUD,2,Commodity Prices y/y,,1.00%,29.40%,10/5/3 2:30,1
10276,GBP,0,Bank Holiday,,,,2010-5-3 All Day,1
10277,EUR,2,Spanish Manufacturing PMI,,51.8,53.3,10/5/3 3:15,1
10278,CHF,2,Manufacturing PMI,64.2,65.5,65.9,10/5/3 3:30,1
10279,EUR,2,Italian Manufacturing PMI,54.5,53.7,54.3,10/5/3 3:45,1
10280,EUR,1,French Final Manufacturing PMI,57.8,57.8,59.2,10/5/3 3:50,1
10281,EUR,1,German Final Manufacturing PMI,61.3,61.3,61.5,10/5/3 3:55,1
10282,EUR,1,Final Manufacturing PMI,57.5,57.5,57.6,10/5/3 4:00,1
10283,EUR,2,German Buba President Weber Speaks,,,,10/5/3 5:00,1
10284,USD,2,Core PCE Price Index m/m,0.00%,0.00%,0.10%,10/5/3 8:30,1
10285,USD,3,ISM Manufacturing PMI,60,59.6,60.4,10/5/3 10:00,1
10286,USD,1,Total Vehicle Sales,11.5M,11.8M,11.2M,2010-5-3 All Day,1
10287,USD,1,Loan Officer Survey,,,,10/5/3 14:00,1
10288,NZD,3,Labor Cost Index q/q,0.40%,0.30%,0.30%,10/5/3 18:45,1
10289,JPY,0,Bank Holiday,,,,2010-5-3 All Day,1
10290,CNY,2,Caixin Manufacturing PMI,,57,55.4,10/5/3 22:30,0
10291,AUD,3,Cash Rate,4.50%,4.25%,4.50%,10/5/4 0:30,1
10292,EUR,2,German Retail Sales m/m,0.00%,1.10%,-2.40%,10/5/4 2:00,1
10293,EUR,2,Spanish Unemployment Change,,36.0K,-24.2K,10/5/4 3:00,1
10294,GBP,3,Final Manufacturing PMI,57.5,57.2,58,10/5/4 4:30,1
10295,EUR,1,PPI m/m,0.80%,0.10%,0.60%,10/5/4 5:00,1
10296,USD,3,Pending Home Sales m/m,3.90%,8.30%,5.30%,10/5/4 10:00,1
10297,NZD,1,GDT Price Index,,22.60%,-0.70%,10/5/4 10:30,1
10298,GBP,1,BRC Shop Price Index y/y,,1.20%,2.00%,10/5/4 19:01,0
10299,AUD,2,AIG Services Index,,48.4,52.3,10/5/4 19:30,1
10300,JPY,0,Bank Holiday,,,,2010-5-4 All Day,1
10301,AUD,3,Building Approvals m/m,0.90%,-2.70%,15.30%,10/5/4 21:30,1
10302,EUR,1,Spanish Services PMI,,51.3,50.9,10/5/5 3:15,1
10303,EUR,1,Italian Services PMI,56,55.3,54.5,10/5/5 3:45,1
10304,EUR,1,French Final Services PMI,57.8,57.8,59.2,10/5/5 3:50,1
10305,EUR,1,German Final Services PMI,55,55,55.2,10/5/5 3:55,1
10306,EUR,1,Final Services PMI,55.6,55.5,55.6,10/5/5 4:00,1
10307,EUR,2,German Buba President Weber Speaks,,,,10/5/5 4:30,1
10308,EUR,2,Retail Sales m/m,0.10%,-0.20%,0.00%,10/5/5 5:00,1
10309,EUR,2,German Buba President Weber Speaks,,,,10/5/5 6:00,1
10310,USD,1,Challenger Job Cuts y/y,,-55.00%,-71.10%,10/5/5 7:30,1
10311,USD,3,ADP Non-Farm Employment Change,29K,19K,32K,10/5/5 8:15,-1
10312,USD,2,FOMC Member Rosengren Speaks,,,,10/5/5 8:30,1
10313,USD,3,ISM Services PMI,56.1,55.4,55.4,10/5/5 10:00,1
10314,USD,2,Crude Oil Inventories,0.6M,1.9M,2.8M,10/5/5 10:30,1
10315,NZD,2,RBNZ Gov Bollard Speaks,,,,10/5/5 18:00,1
10316,NZD,3,Employment Change q/q,0.30%,-0.10%,1.00%,10/5/5 18:45,1
10317,USD,2,FOMC Member Rosengren Speaks,,,,10/5/5 19:00,1
10318,AUD,3,Retail Sales m/m,0.80%,-1.20%,0.30%,10/5/5 21:30,1
10319,CHF,3,Foreign Currency Reserves,,125B,154B,10/5/6 3:00,1
10320,CHF,2,CPI m/m,0.80%,0.10%,0.90%,10/5/6 3:15,1
10321,GBP,3,Final Services PMI,57.1,56.5,55.3,10/5/6 4:30,1
10322,GBP,3,Parliamentary Elections,,,,2010-5-6 All Day,1
10323,EUR,2,French 10-y Bond Auction,,3.41|1.9,3.18|1.5,10/5/6 5:12,1
10324,EUR,2,German Factory Orders m/m,1.30%,0.00%,5.00%,10/5/6 6:00,1
10325,EUR,3,Main Refinancing Rate,1.00%,1.00%,1.00%,10/5/6 7:45,1
10326,CAD,3,Building Permits m/m,0.60%,-0.70%,12.20%,10/5/6 8:30,1
10327,USD,2,Treasury Sec Geithner Speaks,,,,10/5/6 9:00,1
10328,USD,2,FOMC Member Bullard Speaks,,,,10/5/6 9:10,1
10329,USD,3,Fed Chairman Bernanke Speaks,,,,10/5/6 9:30,1
10330,CAD,3,Ivey PMI,57.7,57.8,58.7,10/5/6 10:00,1
10331,USD,1,Natural Gas Storage,79B,83B,83B,10/5/6 10:30,1
10332,EUR,2,ECB President Trichet Speaks,,,,10/5/6 11:30,1
10333,AUD,1,AIG Construction Index,,48.7,55.8,10/5/6 19:30,1
10334,JPY,1,Monetary Base y/y,2.40%,2.10%,2.90%,10/5/6 19:50,1
10335,AUD,3,RBA Monetary Policy Statement,,,,10/5/6 21:30,0
10336,CAD,2,Gov Council Member Murray Speaks,,,,10/5/6 22:05,-1
10337,CHF,1,Unemployment Rate,4.10%,4.10%,4.00%,10/5/7 1:45,0
10338,EUR,1,French Trade Balance,-3.6B,-3.6B,-4.7B,10/5/7 2:45,-1
10339,CHF,3,Retail Sales y/y,2.90%,2.70%,4.50%,10/5/7 3:15,1
10340,EUR,1,French Gov Budget Balance,,-21.8B,-28.9B,10/5/7 3:45,-1
10341,GBP,3,Halifax HPI m/m,0.60%,1.00%,-0.10%,10/5/7 4:00,1
10342,EUR,2,EU Economic Summit,,,,2010-5-7 All Day,1
10343,GBP,2,PPI Input m/m,1.00%,3.80%,0.60%,10/5/7 4:30,-1
10344,All,2,G7 Meetings,,,,2010-5-7 All Day,1
10345,EUR,2,German Industrial Production m/m,1.50%,-0.20%,4.00%,10/5/7 6:00,-1
10346,CAD,3,Employment Change,24.3K,17.9K,108.7K,10/5/7 7:00,1
10347,USD,3,Non-Farm Employment Change,198K,230K,290K,10/5/7 8:30,1
10348,USD,1,Consumer Credit m/m,-2.9B,-6.2B,2.0B,10/5/7 15:00,1
10349,USD,2,Fed Chairman Bernanke Speaks,,,,10/5/8 9:30,1
10350,EUR,2,ECOFIN Meetings,,,,2010-5-9 Day 1,1
10351,JPY,2,Monetary Policy Meeting Minutes,,,,10/5/9 19:50,1
10352,USD,3,Fed Announcement,,,,10/5/9 21:15,1
10353,AUD,3,ANZ Job Advertisements m/m,,1.80%,-1.20%,10/5/9 21:30,1
10354,JPY,2,Monetary Policy Statement,,,,10/5/9 23:11,1
10355,CNY,3,USD-Denominated Trade Balance,-0.6B,-7.2B,1.7B,10/5/9 23:35,1
10356,EUR,1,German Trade Balance,14.2B,12.1B,13.3B,10/5/10 2:00,1
10357,EUR,2,French Industrial Production m/m,0.30%,0.00%,1.00%,10/5/10 2:45,1
10358,EUR,1,Italian Industrial Production m/m,0.90%,0.00%,-0.10%,10/5/10 4:00,1
10359,EUR,2,ECOFIN Meetings,,,,2010-5-10 Day 2,0
10360,EUR,1,Sentix Investor Confidence,1.1,2.5,-6.4,10/5/10 4:30,1
10361,GBP,3,Asset Purchase Facility,200B,200B,200B,10/5/10 7:00,1
10362,CAD,3,Housing Starts,203K,199K,202K,10/5/10 8:15,0
10363,EUR,2,ECB President Trichet Speaks,,,,10/5/10 8:45,1
10364,USD,3,Fed Announcement,,,,10/5/10 12:00,1
10365,GBP,2,BRC Retail Sales Monitor y/y,,4.40%,-2.30%,10/5/10 19:01,-1
10366,CNY,3,CPI y/y,2.70%,2.40%,2.80%,10/5/10 22:00,1
10367,CNY,2,New Loans,,511B,774B,10/5/10 22:03,0
10368,JPY,1,10-y Bond Auction,,1.40|2.5,1.32|3.5,10/5/10 23:45,1
10369,CHF,2,SECO Consumer Climate,1,-7,14,10/5/11 1:45,1
10370,EUR,1,German Final CPI m/m,-0.10%,-0.10%,-0.10%,10/5/11 2:00,1
10371,GBP,3,Manufacturing Production m/m,0.30%,1.40%,2.30%,10/5/11 4:30,1
10372,AUD,3,Annual Budget Release,,,,10/5/11 5:30,1
10373,USD,1,NFIB Small Business Index,87.2,86.8,90.6,10/5/11 7:30,1
10374,GBP,2,NIESR GDP Estimate,,0.20%,0.50%,10/5/11 10:00,1
10375,EUR,2,German Buba President Weber Speaks,,,,10/5/11 10:15,0
10376,CHF,3,SNB Chairman Hildebrand Speaks,,,,10/5/11 12:45,1
10377,AUD,3,Home Loans m/m,-2.90%,-2.00%,-3.40%,10/5/11 21:30,1
10378,JPY,1,Leading Indicators,99.30%,98.40%,102.80%,10/5/12 1:00,1
10379,EUR,3,German Prelim GDP q/q,0.00%,0.20%,0.20%,10/5/12 2:00,1
10380,EUR,1,French Final CPI m/m,0.20%,0.50%,0.30%,10/5/12 2:45,0
10381,EUR,2,Spanish Flash GDP q/q,0.00%,-0.10%,0.10%,10/5/12 3:00,1
10382,CHF,2,PPI m/m,0.40%,0.50%,0.60%,10/5/12 3:15,-1
10383,EUR,1,Italian Prelim GDP q/q,0.30%,-0.10%,0.50%,10/5/12 4:00,1
10384,GBP,3,Claimant Count Change,-20.1K,-32.7K,-27.1K,10/5/12 4:30,1
10385,EUR,2,Flash GDP q/q,0.10%,0.00%,0.20%,10/5/12 5:00,1
10386,GBP,3,BOE Gov King Speaks,,,,10/5/12 5:30,1
10387,CAD,3,Trade Balance,1.6B,1.2B,0.3B,10/5/12 8:30,1
10388,USD,2,FOMC Member Rosengren Speaks,,,,10/5/12 10:15,1
10389,USD,2,Crude Oil Inventories,1.0M,2.8M,1.9M,10/5/12 10:30,1
10390,USD,2,10-y Bond Auction,,3.90|3.7,3.55|3.0,10/5/12 13:00,1
10391,USD,2,FOMC Member Bullard Speaks,,,,10/5/12 13:15,1
10392,USD,1,Federal Budget Balance,-30.5B,-65.4B,-82.7B,10/5/12 14:00,-1
10393,NZD,1,BusinessNZ Manufacturing Index,,56.7,58.9,10/5/12 18:33,-1
10394,NZD,1,FPI m/m,,0.20%,-0.50%,10/5/12 18:48,1
10395,GBP,2,Nationwide Consumer Confidence,74,73,74,10/5/12 19:01,1
10396,JPY,1,Bank Lending y/y,,-1.80%,-1.80%,10/5/12 19:50,1
10397,AUD,2,RBA Deputy Gov Lowe Speaks,,,,10/5/12 21:00,1
10398,AUD,3,Employment Change,22.6K,27.7K,33.7K,10/5/12 21:30,1
10399,JPY,1,Economy Watchers Sentiment,47.8,47.4,49.8,10/5/13 1:00,1
10400,CHF,0,Bank Holiday,,,,2010-5-13 All Day,1
10401,EUR,0,French Bank Holiday,,,,2010-5-13 All Day,1
10402,EUR,0,German Bank Holiday,,,,2010-5-13 All Day,1
10403,JPY,1,Prelim Machine Tool Orders y/y,,262.20%,220.50%,10/5/13 2:00,1
10404,EUR,2,ECB Monthly Bulletin,,,,10/5/13 4:00,1
10405,GBP,3,Goods Trade Balance,-6.5B,-6.3B,-7.5B,10/5/13 4:30,1
10406,USD,3,Unemployment Claims,440K,448K,444K,10/5/13 8:30,1
10407,USD,2,FOMC Member Kohn Speaks,,,,10/5/13 9:00,1
10408,USD,1,Natural Gas Storage,102B,83B,94B,10/5/13 10:30,1
10409,USD,3,Fed Chairman Bernanke Speaks,,,,10/5/13 12:30,1
10410,USD,1,30-y Bond Auction,,4.77|2.7,4.49|2.6,10/5/13 13:00,1
10411,CAD,2,Gov Council Member Duguay Speaks,,,,10/5/13 14:00,1
10412,NZD,2,REINZ HPI m/m,,1.70%,-0.40%,10/5/13 18:00,1
10413,NZD,3,Core Retail Sales m/m,1.50%,-0.90%,1.10%,10/5/13 18:45,1
10414,CNY,1,Foreign Direct Investment ytd/y,,7.70%,11.30%,10/5/13 22:28,1
10415,GBP,1,CB Leading Index m/m,,0.70%,1.00%,10/5/14 5:00,1
10416,EUR,2,German Buba President Weber Speaks,,,,10/5/14 8:20,1
10417,CAD,2,Manufacturing Sales m/m,1.10%,0.00%,1.20%,10/5/14 8:30,1
10418,USD,2,Capacity Utilization Rate,73.80%,73.10%,73.70%,10/5/14 9:15,1
10419,USD,3,Prelim UoM Consumer Sentiment,73.5,72.2,73.3,10/5/14 9:55,1
10420,USD,2,Business Inventories m/m,0.40%,0.40%,0.40%,10/5/14 10:00,1
10421,CAD,2,Gov Council Member Murray Speaks,,,,10/5/14 11:00,1
10422,NZD,1,BusinessNZ Services Index,,56.5,54.1,10/5/16 18:30,1
10423,GBP,2,Rightmove HPI m/m,,2.60%,0.70%,10/5/16 19:01,1
10424,JPY,2,Core Machinery Orders m/m,5.80%,-5.40%,5.40%,10/5/16 19:50,1
10425,CNY,1,CB Leading Index m/m,,0.40%,1.10%,10/5/16 22:00,1
10426,GBP,1,Chancellor Osborne Speaks,,,,10/5/17 4:00,1
10427,GBP,2,CBI Industrial Order Expectations,-33,-36,-18,10/5/17 6:00,1
10428,USD,2,Empire State Manufacturing Index,30.1,31.9,19.1,10/5/17 8:30,1
10429,USD,3,TIC Long-Term Purchases,50.5B,47.1B,140.5B,10/5/17 9:00,0
10430,CHF,3,SNB Chairman Hildebrand Speaks,,,,10/5/17 12:00,1
10431,USD,1,NAHB Housing Market Index,20,19,22,10/5/17 13:00,1
10432,NZD,3,PPI Input q/q,0.50%,0.30%,1.30%,10/5/17 18:45,1
10433,JPY,2,Tertiary Industry Activity m/m,-1.30%,-0.30%,-3.00%,10/5/17 19:50,1
10434,AUD,3,Monetary Policy Meeting Minutes,,,,10/5/17 21:30,1
10435,JPY,1,Consumer Confidence,42.2,40.9,42,10/5/18 1:00,0
10436,EUR,2,French Prelim Private Payrolls q/q,0.10%,-0.10%,-0.10%,10/5/18 2:45,-1
10437,EUR,1,Italian Trade Balance,-1.97B,-2.33B,-1.34B,10/5/18 4:00,1
10438,EUR,2,ECOFIN Meetings,,,,2010-5-18 All Day,1
10439,GBP,3,CPI y/y,3.50%,3.40%,3.70%,10/5/18 4:30,1
10440,EUR,3,German ZEW Economic Sentiment,47.1,53,45.8,10/5/18 5:00,-1
10441,GBP,3,BOE Inflation Letter,,,,10/5/18 5:30,0
10442,CAD,2,Foreign Securities Purchases,6.42B,6.74B,-0.62B,10/5/18 8:30,1
10443,USD,2,FOMC Member Pianalto Speaks,,,,10/5/18 12:20,1
10444,NZD,3,RBNZ Financial Stability Report,,,,10/5/18 17:00,1
10445,AUD,2,RBA Assist Gov Edey Speaks,,,,10/5/18 20:30,1
10446,AUD,2,Wage Price Index q/q,0.90%,0.60%,0.90%,10/5/18 21:30,1
10447,JPY,1,Revised Industrial Production m/m,0.40%,0.30%,1.20%,10/5/19 0:30,1
10448,GBP,3,MPC Asset Purchase Facility Votes,0-0-9,0-0-9,0-0-9,10/5/19 4:30,1
10449,EUR,2,German 10-y Bond Auction,,2.97|1.7,2.75|1.4,10/5/19 5:06,1
10450,CAD,2,Wholesale Sales m/m,0.30%,-1.50%,1.40%,10/5/19 8:30,1
10451,USD,2,Mortgage Delinquencies,,9.47%,10.06%,10/5/19 10:00,1
10452,USD,2,Crude Oil Inventories,0.7M,1.9M,0.2M,10/5/19 10:30,1
10453,EUR,2,ECB President Trichet Speaks,,,,10/5/19 11:00,1
10454,EUR,2,German Buba President Weber Speaks,,,,10/5/19 13:30,1
10455,USD,3,FOMC Meeting Minutes,,,,10/5/19 14:00,1
10456,GBP,1,Chancellor Osborne Speaks,,,,10/5/19 14:45,1
10457,JPY,3,Prelim GDP q/q,1.40%,1.00%,1.20%,10/5/19 19:50,1
10458,AUD,2,MI Inflation Expectations,,4.10%,3.60%,10/5/19 21:00,-1
10459,NZD,3,Annual Budget Release,,,,10/5/19 22:00,1
10460,EUR,2,German PPI m/m,0.60%,0.70%,0.80%,10/5/20 2:00,1
10461,GBP,3,Retail Sales m/m,0.30%,0.50%,0.30%,10/5/20 4:30,1
10462,EUR,2,Spanish 10-y Bond Auction,,3.86|1.6,4.05|2.0,10/5/20 4:40,1
10463,CHF,2,Credit Suisse Economic Expectations,,53.4,40.5,10/5/20 5:00,1
10464,GBP,2,10-y Bond Auction,,4.08|1.9,3.68|1.8,10/5/20 5:38,1
10465,CAD,2,Leading Index m/m,0.70%,1.20%,0.90%,10/5/20 8:30,1
10466,CHF,2,Gov Board Member Jordan Speaks,,,,10/5/20 10:00,1
10467,CAD,1,BOC Review,,,,10/5/20 10:30,1
10468,NZD,1,Visitor Arrivals m/m,,0.80%,-1.80%,10/5/20 18:45,1
10469,NZD,1,Credit Card Spending y/y,,6.20%,1.90%,10/5/20 23:00,0
10470,JPY,2,Monetary Policy Statement,,,,10/5/20 23:41,1
10471,EUR,1,German Final GDP q/q,0.20%,0.20%,0.20%,10/5/21 2:00,1
10472,EUR,2,French Flash Manufacturing PMI,56.7,56.6,56.2,10/5/21 3:00,1
10473,JPY,3,BOJ Press Conference,,,,10/5/21 3:15,1
10474,EUR,2,German Flash Manufacturing PMI,61.6,61.5,58.3,10/5/21 3:30,1
10475,EUR,3,German ifo Business Climate,101.9,101.6,101.5,10/5/21 4:00,1
10476,GBP,3,Public Sector Net Borrowing,11.1B,18.0B,10.0B,10/5/21 4:30,1
10477,CAD,3,Core CPI m/m,0.20%,-0.20%,0.30%,10/5/21 7:00,1
10478,CAD,3,Core Retail Sales m/m,0.50%,0.00%,1.70%,10/5/21 8:30,1
10479,USD,1,FOMC Member Dudley Speaks,,,,10/5/21 19:00,1
10480,USD,2,FOMC Member Pianalto Speaks,,,,10/5/23 14:00,1
10481,AUD,2,New Motor Vehicle Sales m/m,,-2.80%,8.40%,10/5/23 21:30,1
10482,JPY,1,All Industries Activity m/m,-0.60%,-2.30%,-0.80%,10/5/24 0:30,1
10483,JPY,2,BOJ Monthly Report,,,,10/5/24 1:00,1
10484,CHF,0,Bank Holiday,,,,2010-5-24 All Day,1
10485,EUR,0,French Bank Holiday,,,,2010-5-24 All Day,1
10486,EUR,0,German Bank Holiday,,,,2010-5-24 All Day,1
10487,CAD,0,Bank Holiday,,,,2010-5-24 All Day,1
10488,USD,3,Existing Home Sales,5.62M,5.36M,5.77M,10/5/24 10:00,1
10489,GBP,2,MPC Member Posen Speaks,,,,10/5/24 13:30,0
10490,NZD,3,Inflation Expectations q/q,,2.65%,2.80%,10/5/24 23:00,1
10491,CHF,2,UBS Consumption Indicator,,1.68,1.76,10/5/25 2:00,-1
10492,EUR,1,Italian Retail Sales m/m,0.10%,0.10%,0.50%,10/5/25 4:00,1
10493,GBP,3,Second Estimate GDP q/q,0.30%,0.20%,0.30%,10/5/25 4:30,1
10494,EUR,2,Industrial New Orders m/m,2.20%,1.90%,5.20%,10/5/25 5:00,1
10495,USD,2,S&P/CS Composite-20 HPI y/y,2.50%,0.70%,2.30%,10/5/25 9:00,1
10496,USD,1,Richmond Manufacturing Index,25,30,26,10/5/25 9:59,1
10497,USD,3,CB Consumer Confidence,59.1,57.7,63.3,10/5/25 10:00,1
10498,USD,2,FOMC Member Bullard Speaks,,,,10/5/25 11:15,1
10499,JPY,2,Monetary Policy Meeting Minutes,,,,10/5/25 19:50,1
10500,AUD,1,MI Leading Index m/m,,0.50%,0.90%,10/5/25 20:30,1
10501,AUD,2,Construction Work Done q/q,4.10%,-0.20%,1.90%,10/5/25 21:30,1
10502,EUR,2,German GfK Consumer Climate,3.7,3.7,3.5,10/5/26 2:00,1
10503,EUR,2,French Consumer Spending m/m,-0.50%,1.60%,-1.20%,10/5/26 2:45,1
10504,GBP,2,High Street Lending,37.6K,35.0K,35.7K,10/5/26 4:30,1
10505,EUR,1,German Buba Monthly Report,,,,10/5/26 6:00,1
10506,USD,3,Core Durable Goods Orders m/m,0.50%,4.80%,-1.00%,10/5/26 8:30,1
10507,EUR,2,Belgian NBB Business Climate,-2.1,-2.4,-4.9,10/5/26 9:00,1
10508,USD,3,New Home Sales,425K,439K,504K,10/5/26 10:00,1
10509,USD,2,Crude Oil Inventories,0.2M,0.2M,2.4M,10/5/26 10:30,1
10510,NZD,2,Trade Balance,455M,590M,656M,10/5/26 18:45,1
10511,JPY,2,Trade Balance,0.69T,0.77T,0.73T,10/5/26 19:50,1
10512,AUD,2,CB Leading Index m/m,,-0.30%,0.30%,10/5/26 20:00,1
10513,AUD,3,Private Capital Expenditure q/q,2.10%,6.10%,-0.20%,10/5/26 21:30,1
10514,EUR,2,German Prelim CPI m/m,0.10%,-0.10%,0.10%,2010-5-27 All Day,1
10515,USD,2,FOMC Member Bullard Speaks,,,,10/5/27 2:40,1
10516,CHF,2,Employment Level,3.97M,3.96M,3.96M,10/5/27 3:15,1
10517,EUR,2,German Buba President Weber Speaks,,,,10/5/27 5:00,1
10518,GBP,3,CBI Realized Sales,13,13,-18,10/5/27 6:00,1
10519,CAD,1,Corporate Profits q/q,,7.90%,4.80%,10/5/27 8:30,1
10520,USD,1,Natural Gas Storage,101B,76B,104B,10/5/27 10:30,1
10521,NZD,2,Building Consents m/m,,0.10%,8.50%,10/5/27 18:45,1
10522,GBP,2,GfK Consumer Confidence,-15,-16,-18,10/5/27 19:01,1
10523,JPY,2,Household Spending y/y,2.50%,4.40%,-0.70%,10/5/27 19:30,1
10524,JPY,2,Retail Sales y/y,3.70%,4.70%,4.90%,10/5/27 19:50,1
10525,EUR,1,German Import Prices m/m,1.40%,1.70%,2.00%,10/5/28 2:00,1
10526,CHF,2,Trade Balance,2.17B,1.70B,2.02B,10/5/28 2:15,1
10527,EUR,1,Retail PMI,,47.2,47.4,10/5/28 4:00,-1
10528,EUR,2,Italian 10-y Bond Auction,,4.09|1.4,4.07|1.4,10/5/28 5:28,1
10529,CHF,3,KOF Economic Barometer,2.04,2.05,2.16,10/5/28 5:30,1
10530,CAD,2,Current Account,-8.5B,-10.2B,-7.8B,10/5/28 8:30,1
10531,USD,2,Chicago PMI,62.1,63.8,59.7,10/5/28 9:45,1
10532,USD,2,Revised UoM Consumer Sentiment,73.4,73.3,73.6,10/5/28 9:55,1
10533,JPY,1,Final Manufacturing PMI,,53.8,54.7,10/5/30 19:15,-1
10534,JPY,2,Prelim Industrial Production m/m,2.60%,1.20%,1.30%,10/5/30 19:50,1
10535,USD,3,Fed Chairman Bernanke Speaks,,,,10/5/30 20:25,1
10536,AUD,1,MI Inflation Gauge m/m,,0.40%,0.50%,10/5/30 20:30,0
10537,AUD,2,HIA New Home Sales m/m,,0.90%,6.20%,10/5/30 21:19,1
10538,AUD,2,Current Account,-16.4B,-18.5B,-16.6B,10/5/30 21:30,-1
10539,NZD,3,ANZ Business Confidence,,49.5,48.2,10/5/30 23:00,1
10540,JPY,2,BOJ Gov Shirakawa Speaks,,,,10/5/30 23:45,1
10541,JPY,1,Housing Starts y/y,6.60%,-2.40%,0.60%,10/5/31 1:00,1
10542,GBP,0,Bank Holiday,,,,2010-5-31 All Day,1
10543,EUR,3,ECB President Trichet Speaks,,,,10/5/31 4:00,1
10544,EUR,2,CPI Flash Estimate y/y,1.60%,1.50%,1.60%,10/5/31 5:00,1
10545,EUR,1,ECB Financial Stability Review,,,,10/5/31 6:00,1
10546,USD,0,Bank Holiday,,,,2010-5-31 All Day,1
10547,CAD,3,GDP m/m,0.50%,0.20%,0.60%,10/5/31 8:30,-1
10548,AUD,1,AIG Manufacturing Index,,59.8,56.3,10/5/31 19:30,1
10549,CNY,3,Manufacturing PMI,54.8,55.7,53.9,10/5/31 21:00,1
10550,AUD,3,Building Approvals m/m,-5.20%,16.80%,-14.80%,10/5/31 21:30,-1
10551,CNY,2,Caixin Manufacturing PMI,,55.4,52.7,10/5/31 22:30,1
10552,JPY,1,10-y Bond Auction,,1.32|3.5,1.28|3.9,10/5/31 23:45,1
10553,AUD,3,Cash Rate,4.50%,4.50%,4.50%,10/6/1 0:30,1
10554,EUR,2,German Buba President Weber Speaks,,,,10/6/1 1:00,1
10555,CHF,2,GDP q/q,0.70%,0.90%,0.40%,10/6/1 1:45,1
10556,EUR,2,German Retail Sales m/m,0.80%,-1.60%,1.00%,10/6/1 2:00,1
10557,AUD,2,Commodity Prices y/y,,30.00%,43.80%,10/6/1 2:30,1
10558,EUR,2,Spanish Manufacturing PMI,,53.3,51.5,10/6/1 3:15,1
10559,CHF,2,Manufacturing PMI,64.3,65.9,66.4,10/6/1 3:30,1
10560,EUR,2,Italian Manufacturing PMI,53.7,54.3,54,10/6/1 3:45,1
10561,EUR,1,French Final Manufacturing PMI,56.2,56.2,55.8,10/6/1 3:50,1
10562,EUR,2,German Unemployment Change,-18K,-67K,-45K,10/6/1 3:55,1
10563,EUR,1,Final Manufacturing PMI,55.9,55.9,55.8,10/6/1 4:00,1
10564,GBP,3,Final Manufacturing PMI,57.8,58,58,10/6/1 4:30,1
10565,EUR,2,Unemployment Rate,10.10%,10.00%,10.10%,10/6/1 5:00,1
10566,CAD,3,BOC Rate Statement,,,,10/6/1 9:00,1
10567,USD,3,ISM Manufacturing PMI,59.3,60.4,59.7,10/6/1 10:00,1
10568,NZD,1,GDT Price Index,,-0.70%,-2.70%,10/6/1 10:30,0
10569,JPY,1,Monetary Base y/y,2.80%,2.90%,3.70%,10/6/1 19:50,1
10570,AUD,3,GDP q/q,0.60%,1.10%,0.50%,10/6/1 21:30,1
10571,NZD,1,ANZ Commodity Prices m/m,,5.40%,2.50%,10/6/1 23:00,1
10572,EUR,0,Italian Bank Holiday,,,,2010-6-2 All Day,1
10573,EUR,2,Spanish Unemployment Change,,-24.2K,-76.2K,10/6/2 3:00,1
10574,CHF,3,Retail Sales y/y,3.70%,4.00%,1.30%,10/6/2 3:15,1
10575,GBP,2,Construction PMI,58.3,58.2,58.5,10/6/2 4:30,1
10576,EUR,1,PPI m/m,0.70%,0.60%,0.90%,10/6/2 5:00,0
