id,currency,impact,title,previous,forcast,actual,timeofevent,positive
10027,EUR,2,Italian 10-y Bond Auction,4.091,NULL,4.071,2010-05-28 00:58:00,0
10028,CHF,3,KOF Economic Barometer,2.05,2.04,2.16,2010-05-28 01:00:00,1
10029,CAD,2,Current Account,-10.2,-8.5,-7.8,2010-05-28 04:00:00,1
10030,USD,2,Chicago PMI,63.8,62.1,59.7,2010-05-28 05:15:00,1
10031,USD,2,Revised UoM Consumer Sentiment,73.3,73.4,73.6,2010-05-28 05:25:00,1
10032,JPY,1,Final Manufacturing PMI,53.8,NULL,54.7,2010-05-30 02:45:00,1
10033,JPY,2,Prelim Industrial Production m/m,1.20,2.60,1.30,2010-05-30 03:20:00,1
10034,USD,3,Fed Chairman Bernanke Speaks,NULL,NULL,NULL,2010-05-30 03:55:00,1
10035,AUD,1,MI Inflation Gauge m/m,0.40,NULL,0.50,2010-05-30 04:00:00,1
10036,AUD,2,HIA New Home Sales m/m,0.90,NULL,6.20,2010-05-30 04:49:00,1
10037,AUD,2,Current Account,-18.5,-16.4,-16.6,2010-05-30 05:00:00,1
10038,NZD,3,ANZ Business Confidence,49.5,NULL,48.2,2010-05-29 20:30:00,1
10039,JPY,2,BOJ Gov Shirakawa Speaks,NULL,NULL,NULL,2010-05-30 07:15:00,1
10040,JPY,1,Housing Starts y/y,-2.40,6.60,0.60,2010-05-30 20:30:00,1
10041,GBP,0,Bank Holiday,NULL,NULL,NULL,2010-05-31 07:30:00,0
10042,EUR,3,ECB President Trichet Speaks,NULL,NULL,NULL,2010-05-30 23:30:00,1
10043,EUR,2,CPI Flash Estimate y/y,1.50,1.60,1.60,2010-05-31 00:30:00,1
10044,EUR,1,ECB Financial Stability Review,NULL,NULL,NULL,2010-05-31 01:30:00,1
10045,USD,0,Bank Holiday,NULL,NULL,NULL,2010-05-31 07:30:00,0
10046,CAD,3,GDP m/m,0.20,0.50,0.60,2010-05-31 04:00:00,1
10047,AUD,1,AIG Manufacturing Index,59.8,NULL,56.3,2010-05-31 03:00:00,1
10048,CNY,3,Manufacturing PMI,55.7,54.8,53.9,2010-05-31 04:30:00,1
10049,AUD,3,Building Approvals m/m,16.80,-5.20,-14.80,2010-05-31 05:00:00,1
10050,CNY,2,Caixin Manufacturing PMI,55.4,NULL,52.7,2010-05-31 06:00:00,1
10051,JPY,1,10-y Bond Auction,1.323,NULL,1.283,2010-05-31 07:15:00,0
10052,AUD,3,Cash Rate,4.50,4.50,4.50,2010-06-01 08:00:00,1
10053,EUR,2,German Buba President Weber Speaks,NULL,NULL,NULL,2010-05-31 20:30:00,1
10054,CHF,2,GDP q/q,0.90,0.70,0.40,2010-05-31 21:15:00,1
10055,EUR,2,German Retail Sales m/m,-1.60,0.80,1.00,2010-05-31 21:30:00,1
10056,AUD,2,Commodity Prices y/y,30.00,NULL,43.80,2010-05-31 22:00:00,1
10057,EUR,2,Spanish Manufacturing PMI,53.3,NULL,51.5,2010-05-31 22:45:00,1
10058,CHF,2,Manufacturing PMI,65.9,64.3,66.4,2010-05-31 23:00:00,1
10059,EUR,2,Italian Manufacturing PMI,54.3,53.7,54,2010-05-31 23:15:00,1
10060,EUR,1,French Final Manufacturing PMI,56.2,56.2,55.8,2010-05-31 23:20:00,1
10061,EUR,2,German Unemployment Change,-67,-18,-45,2010-05-31 23:25:00,-1
10062,EUR,1,Final Manufacturing PMI,55.9,55.9,55.8,2010-05-31 23:30:00,1
10063,GBP,3,Final Manufacturing PMI,58,57.8,58,2010-06-01 00:00:00,1
10064,EUR,2,Unemployment Rate,10.00,10.10,10.10,2010-06-01 00:30:00,-1
10065,CAD,3,BOC Rate Statement,NULL,NULL,NULL,2010-06-01 04:30:00,1
10066,USD,3,ISM Manufacturing PMI,60.4,59.3,59.7,2010-06-01 05:30:00,1
10067,NZD,1,GDT Price Index,-0.70,NULL,-2.70,2010-06-01 06:00:00,1
10068,JPY,1,Monetary Base y/y,2.90,2.80,3.70,2010-06-01 03:20:00,1
10069,AUD,3,GDP q/q,1.10,0.60,0.50,2010-06-01 05:00:00,1
10070,NZD,1,ANZ Commodity Prices m/m,5.40,NULL,2.50,2010-05-31 20:30:00,1
10071,EUR,0,Italian Bank Holiday,NULL,NULL,NULL,2010-06-02 07:30:00,0
10072,EUR,2,Spanish Unemployment Change,-24.2,NULL,-76.2,2010-06-01 22:30:00,-1
10073,CHF,3,Retail Sales y/y,4.00,3.70,1.30,2010-06-01 22:45:00,1
10074,GBP,2,Construction PMI,58.2,58.3,58.5,2010-06-02 00:00:00,1
10075,EUR,1,PPI m/m,0.60,0.70,0.90,2010-06-02 00:30:00,1
10076,USD,1,Challenger Job Cuts y/y,-71.10,NULL,-65.10,2010-06-02 03:00:00,-1
10077,EUR,2,German Buba President Weber Speaks,NULL,NULL,NULL,2010-06-02 05:30:00,1
10078,USD,1,Total Vehicle Sales,11.2,11.4,11.6,2010-06-02 07:30:00,1
10079,AUD,2,AIG Services Index,52.3,NULL,47.5,2010-06-02 03:00:00,1
10080,JPY,2,Capital Spending q/y,-17.30,-9.50,-11.50,2010-06-02 03:20:00,1
10081,CNY,1,Non-Manufacturing PMI,63,NULL,62.7,2010-06-02 04:30:00,1
10082,AUD,3,Trade Balance,-2.04,-0.62,0.13,2010-06-02 05:00:00,1
10083,GBP,3,Nationwide HPI m/m,1.10,0.50,0.50,2010-06-02 21:30:00,1
10084,EUR,1,Spanish Services PMI,50.9,NULL,52.3,2010-06-02 22:45:00,1
10085,EUR,1,Italian Services PMI,54.5,54.9,53.7,2010-06-02 23:15:00,1
10086,EUR,1,French Final Services PMI,61.9,61.9,61.4,2010-06-02 23:20:00,1
10087,EUR,1,German Final Services PMI,53.7,53.7,54.8,2010-06-02 23:25:00,1
10088,EUR,1,Final Services PMI,56,56,56.2,2010-06-02 23:30:00,1
10089,GBP,3,Final Services PMI,55.3,55.6,55.4,2010-06-03 00:00:00,1
10090,EUR,2,Retail Sales m/m,0.50,0.10,-1.20,2010-06-03 00:30:00,1
10091,EUR,2,French 10-y Bond Auction,3.181,NULL,3.052,2010-06-03 00:42:00,0
10092,USD,3,ADP Non-Farm Employment Change,65,68,55,2010-06-03 03:45:00,1
10093,USD,3,Unemployment Claims,463,451,453,2010-06-03 04:00:00,-1
10094,USD,3,ISM Services PMI,55.4,55.7,55.4,2010-06-03 05:30:00,1
10095,USD,1,Natural Gas Storage,104,90,88,2010-06-03 06:00:00,-1
10096,USD,2,Crude Oil Inventories,2.4,-0.4,-1.9,2010-06-03 06:30:00,-1
10097,USD,2,Fed Chairman Bernanke Speaks,NULL,NULL,NULL,2010-06-03 06:45:00,1
10098,USD,2,FOMC Member Rosengren Speaks,NULL,NULL,NULL,2010-06-02 21:45:00,1
10099,USD,2,FOMC Member Hoenig Speaks,NULL,NULL,NULL,2010-06-02 20:45:00,1
10100,All,2,G20 Meetings,NULL,NULL,NULL,2010-06-03 07:30:00,1
10101,CHF,3,Foreign Currency Reserves,154,NULL,232,2010-06-03 22:30:00,-1
10102,CHF,2,SNB Chairman Hildebrand Speaks,NULL,NULL,NULL,2010-06-03 23:10:00,1
10103,GBP,3,Halifax HPI m/m,-0.10,0.30,-0.40,2010-06-03 23:30:00,1
10104,EUR,1,Revised GDP q/q,0.20,0.20,0.20,2010-06-04 00:30:00,1
10105,CAD,3,Employment Change,108.7,16.8,24.7,2010-06-04 02:30:00,1
10106,CAD,3,Building Permits m/m,12.30,-1.80,5.40,2010-06-04 04:00:00,1
10107,CAD,3,Ivey PMI,58.7,59.8,62.7,2010-06-04 05:30:00,1
10108,All,2,G20 Meetings,NULL,NULL,NULL,2010-06-04 07:30:00,1
10109,USD,2,Treasury Sec Geithner Speaks,NULL,NULL,NULL,2010-06-05 00:00:00,1
10110,NZD,0,Bank Holiday,NULL,NULL,NULL,2010-06-06 07:30:00,0
10111,AUD,1,AIG Construction Index,55.8,NULL,53.2,2010-06-06 03:00:00,1
10112,AUD,3,ANZ Job Advertisements m/m,-1.20,NULL,4.30,2010-06-06 05:00:00,1
10113,EUR,2,Eurogroup Meetings,NULL,NULL,NULL,2010-06-07 07:30:00,1
10114,EUR,1,Sentix Investor Confidence,-6.4,-5.2,-4.1,2010-06-07 00:00:00,1
10115,EUR,2,German Factory Orders m/m,5.10,-0.10,2.80,2010-06-07 01:30:00,1
10116,CAD,2,BOC Gov Carney Speaks,NULL,NULL,NULL,2010-06-06 21:20:00,1
10117,USD,1,Consumer Credit m/m,-5.4,1.1,1.0,2010-06-06 22:30:00,1
10118,NZD,1,Manufacturing Sales q/q,0.70,NULL,0.90,2010-06-07 02:15:00,1
10119,GBP,2,BRC Retail Sales Monitor y/y,-2.30,NULL,0.80,2010-06-07 02:31:00,1
10120,JPY,1,Bank Lending y/y,-1.80,NULL,-2.00,2010-06-07 03:20:00,1
10121,USD,3,Fed Chairman Bernanke Speaks,NULL,NULL,NULL,2010-06-07 03:25:00,1
10122,AUD,2,NAB Business Confidence,13,NULL,5,2010-06-07 05:00:00,1
10123,JPY,1,30-y Bond Auction,2.203,NULL,2.042,2010-06-07 07:15:00,0
10124,JPY,1,Leading Indicators,101.90,102.80,101.70,2010-06-07 20:30:00,1
10125,CHF,2,SECO Economic Forecasts,NULL,NULL,NULL,2010-06-07 21:15:00,1
10126,EUR,1,German Trade Balance,13.0,14.1,13.1,2010-06-07 21:30:00,1
10127,EUR,1,French Trade Balance,-4.4,-4.3,-4.2,2010-06-07 22:15:00,1
10128,EUR,1,French Gov Budget Balance,-28.9,NULL,-56.2,2010-06-07 22:20:00,1
10129,CHF,2,CPI m/m,0.90,0.10,-0.10,2010-06-07 22:45:00,1
10130,EUR,2,ECOFIN Meetings,NULL,NULL,NULL,2010-06-08 07:30:00,1
10131,EUR,2,German Industrial Production m/m,4.30,0.70,0.90,2010-06-08 01:30:00,1
10132,USD,1,NFIB Small Business Index,90.6,91.1,92.2,2010-06-08 03:00:00,1
10133,CAD,3,Housing Starts,201,203,189,2010-06-08 03:45:00,1
10134,USD,1,FOMC Member Duke Speaks,NULL,NULL,NULL,2010-06-08 03:55:00,1
10135,USD,1,IBD/TIPP Economic Optimism,48.7,49.3,46.2,2010-06-08 05:30:00,1
10136,USD,2,FOMC Member Hoenig Speaks,NULL,NULL,NULL,2010-06-08 02:30:00,1
10137,GBP,1,BRC Shop Price Index y/y,2.00,NULL,1.80,2010-06-08 02:31:00,1
10138,JPY,2,Core Machinery Orders m/m,5.40,1.20,4.00,2010-06-08 03:20:00,1
10139,AUD,2,Westpac Consumer Sentiment,-7.00,NULL,-5.70,2010-06-08 04:00:00,1
10140,AUD,3,Home Loans m/m,-2.90,-1.90,-1.80,2010-06-08 05:00:00,1
10141,JPY,1,Prelim Machine Tool Orders y/y,220.90,NULL,191.80,2010-06-08 21:38:00,1
10142,EUR,2,Dutch Parliamentary Election,NULL,NULL,NULL,2010-06-09 07:30:00,1
10143,GBP,2,Goods Trade Balance,-7.3,-7.0,-7.3,2010-06-09 00:00:00,1
10144,GBP,2,10-y Bond Auction,3.681,NULL,3.631,2010-06-09 01:09:00,0
10145,USD,3,Fed Chairman Bernanke Testifies,NULL,NULL,NULL,2010-06-09 05:30:00,1
10146,USD,2,Crude Oil Inventories,-1.9,-1.1,-1.8,2010-06-09 06:00:00,-1
10147,USD,2,10-y Bond Auction,3.553,NULL,3.243,2010-06-08 20:30:00,0
10148,USD,2,Beige Book,NULL,NULL,NULL,2010-06-08 21:30:00,1
10149,USD,3,Fed Chairman Bernanke Speaks,NULL,NULL,NULL,2010-06-08 23:30:00,1
10150,NZD,3,Official Cash Rate,2.50,2.75,2.75,2010-06-09 00:30:00,1
10151,NZD,1,BusinessNZ Manufacturing Index,58.6,NULL,54.5,2010-06-09 02:02:00,1
10152,NZD,1,Overseas Trade Index q/q,5.80,1.90,5.90,2010-06-09 02:15:00,1
10153,JPY,2,Final GDP q/q,1.20,1.10,1.20,2010-06-09 03:20:00,1
10154,JPY,1,Final GDP Price Index y/y,-3.00,-3.00,-2.80,2010-06-09 03:22:00,1
10155,AUD,2,MI Inflation Expectations,3.60,NULL,3.40,2010-06-09 04:30:00,1
10156,NZD,3,RBNZ Gov Bollard Speaks,NULL,NULL,NULL,2010-06-09 04:40:00,1
10157,AUD,3,Employment Change,35.3,20.1,26.9,2010-06-09 05:00:00,1
10158,CNY,3,USD-Denominated Trade Balance,1.7,8.2,19.5,2010-06-09 05:15:00,1
10159,JPY,1,Consumer Confidence,42,42.3,42.8,2010-06-09 20:30:00,1
10160,EUR,1,German Final CPI m/m,0.10,0.10,0.10,2010-06-09 21:30:00,1
10161,EUR,2,French Industrial Production m/m,1.30,0.30,-0.30,2010-06-09 22:15:00,1
10162,EUR,1,Italian Industrial Production m/m,0.20,0.60,1.00,2010-06-09 23:30:00,1
10163,GBP,3,Asset Purchase Facility,200,200,200,2010-06-10 02:30:00,1
10164,EUR,3,Main Refinancing Rate,1.00,1.00,1.00,2010-06-10 03:15:00,1
10165,CAD,3,Trade Balance,-0.2,0.7,0.2,2010-06-10 04:00:00,1
10166,USD,1,Natural Gas Storage,88,91,99,2010-06-10 06:00:00,-1
10167,USD,1,30-y Bond Auction,4.492,NULL,4.182,2010-06-09 20:30:00,0
10168,USD,2,Federal Budget Balance,-82.7,-138.6,-135.9,2010-06-09 21:30:00,1
10169,NZD,1,FPI m/m,-0.50,NULL,-0.70,2010-06-10 02:17:00,1
10170,CNY,3,CPI y/y,2.80,3.00,3.10,2010-06-10 05:30:00,1
10171,CNY,2,New Loans,774,NULL,639,2010-06-10 05:32:00,1
10172,EUR,1,German WPI m/m,1.70,0.30,0.30,2010-06-10 21:30:00,1
10173,EUR,1,French Final CPI m/m,0.30,0.20,0.10,2010-06-10 22:15:00,1
10174,GBP,3,Manufacturing Production m/m,2.20,0.60,-0.40,2010-06-11 00:00:00,1
10175,CAD,1,Capacity Utilization Rate,71.30,73.40,74.20,2010-06-11 04:00:00,1
10176,USD,3,Prelim UoM Consumer Sentiment,73.6,74.7,75.5,2010-06-11 05:25:00,1
10177,GBP,2,NIESR GDP Estimate,0.70,NULL,0.60,2010-06-11 05:30:00,1
10178,CNY,1,Foreign Direct Investment ytd/y,11.30,NULL,14.30,2010-06-11 21:15:00,1
10179,NZD,1,BusinessNZ Services Index,52.8,NULL,55.1,2010-06-12 02:00:00,1
10180,AUD,0,Bank Holiday,NULL,NULL,NULL,2010-06-13 07:30:00,0
10181,NZD,3,Core Retail Sales m/m,1.00,-0.40,-0.20,2010-06-13 02:15:00,1
10182,GBP,1,BOE Quarterly Bulletin,NULL,NULL,NULL,2010-06-13 02:31:00,1
10183,JPY,2,BSI Manufacturing Index,4.3,7.8,10,2010-06-13 03:20:00,1
10184,CNY,0,Bank Holiday,NULL,NULL,NULL,2010-06-13 07:30:00,0
10185,JPY,1,Revised Industrial Production m/m,1.30,1.40,1.30,2010-06-14 08:00:00,1
10186,CHF,2,PPI m/m,0.60,0.00,0.30,2010-06-13 22:45:00,1
10187,EUR,2,Industrial Production m/m,1.50,0.70,0.80,2010-06-14 00:30:00,1
10188,USD,2,FOMC Member Bullard Speaks,NULL,NULL,NULL,2010-06-14 00:45:00,1
10189,CAD,1,New Motor Vehicle Sales m/m,-4.20,-4.70,-4.70,2010-06-14 04:00:00,1
10190,GBP,2,MPC Member Posen Speaks,NULL,NULL,NULL,2010-06-14 00:30:00,1
10191,NZD,2,REINZ HPI m/m,-0.40,NULL,-1.40,2010-06-14 01:30:00,1
10192,GBP,2,RICS House Price Balance,19,16,22,2010-06-14 02:31:00,1
10193,CNY,0,Bank Holiday,NULL,NULL,NULL,2010-06-14 07:30:00,0
10194,AUD,3,Monetary Policy Meeting Minutes,NULL,NULL,NULL,2010-06-14 05:00:00,1
10195,CNY,1,CB Leading Index m/m,1.20,NULL,1.70,2010-06-14 05:30:00,1
10196,AUD,2,RBA Deputy Gov Battellino Speaks,NULL,NULL,NULL,2010-06-14 00:50:00,1
10197,JPY,2,Monetary Policy Statement,NULL,NULL,NULL,2010-06-14 07:26:00,1
10198,JPY,3,BOJ Press Conference,NULL,NULL,NULL,2010-06-14 22:48:00,1
10199,EUR,1,Italian Trade Balance,-1.51,-1.03,-0.83,2010-06-14 23:30:00,1
10200,GBP,3,CPI y/y,3.70,3.50,3.40,2010-06-15 00:00:00,1
10201,GBP,1,ONS HPI y/y,9.70,10.30,10.10,2010-06-15 00:04:00,1
10202,EUR,3,German ZEW Economic Sentiment,45.8,48.7,28.7,2010-06-15 00:30:00,1
10203,USD,2,FOMC Member Bullard Speaks,NULL,NULL,NULL,2010-06-15 01:45:00,1
10204,CAD,2,Labor Productivity q/q,1.20,1.40,0.70,2010-06-15 04:00:00,1
10205,USD,3,TIC Long-Term Purchases,140.5,77.3,83.0,2010-06-15 04:30:00,1
10206,USD,1,NAHB Housing Market Index,22,22,17,2010-06-15 05:30:00,1
10207,NZD,1,Westpac Consumer Sentiment,114.7,NULL,119.3,2010-06-15 01:31:00,1
10208,GBP,2,Nationwide Consumer Confidence,75,74,65,2010-06-15 02:31:00,1
10209,JPY,2,Tertiary Industry Activity m/m,-2.70,2.50,2.10,2010-06-15 03:20:00,1
10210,CNY,0,Bank Holiday,NULL,NULL,NULL,2010-06-15 07:30:00,0
10211,AUD,2,MI Leading Index m/m,1.00,NULL,0.00,2010-06-15 04:00:00,1
10212,AUD,1,Housing Starts q/q,16.80,7.10,4.30,2010-06-15 05:00:00,1
10213,JPY,2,BOJ Monthly Report,NULL,NULL,NULL,2010-06-15 20:30:00,1
10214,GBP,3,Claimant Count Change,-32.0,-23.2,-30.9,2010-06-16 00:00:00,-1
10215,CHF,2,Credit Suisse Economic Expectations,40.5,NULL,17.5,2010-06-16 00:30:00,1
10216,EUR,2,German 10-y Bond Auction,2.751,NULL,2.671,2010-06-16 00:35:00,0
10217,USD,3,Building Permits,0.61,0.63,0.57,2010-06-16 04:00:00,1
10218,USD,2,Capacity Utilization Rate,73.70,74.60,74.70,2010-06-16 04:45:00,1
10219,USD,2,Crude Oil Inventories,-1.8,-1.5,1.7,2010-06-16 06:00:00,-1
10220,CAD,2,BOC Gov Carney Speaks,NULL,NULL,NULL,2010-06-16 07:20:00,1
10221,GBP,3,BOE Gov King Speaks,NULL,NULL,NULL,2010-06-16 01:15:00,1
10222,CHF,2,Industrial Production q/q,6.40,-6.30,-7.80,2010-06-16 22:45:00,1
10223,CHF,3,Libor Rate,0.25,0.25,0.25,2010-06-16 23:00:00,1
10224,EUR,2,ECB Monthly Bulletin,NULL,NULL,NULL,2010-06-16 23:30:00,1
10225,GBP,3,Retail Sales m/m,0.00,0.10,0.60,2010-06-17 00:00:00,1
10226,EUR,2,Spanish 10-y Bond Auction,4.052,NULL,4.861,2010-06-17 00:18:00,0
10227,GBP,2,CBI Industrial Order Expectations,-18,-15,-23,2010-06-17 01:30:00,1
10228,EUR,2,German Buba President Weber Speaks,NULL,NULL,NULL,2010-06-17 03:30:00,1
10229,CAD,2,Wholesale Sales m/m,1.20,0.40,-0.30,2010-06-17 04:00:00,1
10230,USD,3,Philly Fed Manufacturing Index,21.4,21.1,8,2010-06-17 05:30:00,1
10231,USD,1,Natural Gas Storage,99,86,87,2010-06-17 06:00:00,-1
10232,JPY,2,Monetary Policy Meeting Minutes,NULL,NULL,NULL,2010-06-17 03:20:00,1
10233,EUR,2,German PPI m/m,0.80,0.20,0.30,2010-06-17 21:30:00,1
10234,GBP,2,Prelim Mortgage Approvals,48,49,51,2010-06-18 00:00:00,1
10235,CAD,2,BOC Gov Carney Speaks,NULL,NULL,NULL,2010-06-18 02:00:00,1
10236,CAD,2,Foreign Securities Purchases,-0.64,2.87,12.36,2010-06-18 04:00:00,1
10237,CAD,1,BOC Financial System Review,NULL,NULL,NULL,2010-06-20 06:00:00,1
10238,NZD,1,Visitor Arrivals m/m,-1.80,NULL,1.00,2010-06-20 02:15:00,1
10239,GBP,2,Rightmove HPI m/m,0.70,NULL,0.30,2010-06-20 02:31:00,1
10240,AUD,2,New Motor Vehicle Sales m/m,9.00,NULL,-3.20,2010-06-20 05:00:00,1
10241,JPY,1,All Industries Activity m/m,-0.70,2.10,1.80,2010-06-21 08:00:00,1
10242,EUR,1,German Buba Monthly Report,NULL,NULL,NULL,2010-06-21 01:30:00,1
10243,EUR,3,ECB President Trichet Speaks,NULL,NULL,NULL,2010-06-21 06:00:00,1
10244,CHF,2,SNB Chairman Hildebrand Speaks,NULL,NULL,NULL,2010-06-20 21:30:00,1
10245,NZD,1,Credit Card Spending y/y,0.70,NULL,3.40,2010-06-20 20:30:00,1
10246,CHF,2,Trade Balance,2.06,1.97,0.82,2010-06-21 21:45:00,1
10247,EUR,3,German ifo Business Climate,101.5,101.2,101.8,2010-06-21 23:30:00,1
10248,CAD,3,Core CPI m/m,0.30,0.30,0.30,2010-06-22 02:30:00,1
10249,GBP,3,Annual Budget Release,NULL,NULL,NULL,2010-06-22 03:00:00,1
10250,USD,1,Richmond Manufacturing Index,26,21,23,2010-06-22 05:29:00,1
10251,EUR,1,Consumer Confidence,-18,-19,-17,2010-06-22 05:30:00,1
10252,CAD,2,Gov Council Member Lane Speaks,NULL,NULL,NULL,2010-06-21 21:00:00,1
10253,NZD,3,Current Account,-3.41,-0.30,0.18,2010-06-22 02:15:00,1
10254,EUR,2,German GfK Consumer Climate,3.5,3.3,3.5,2010-06-22 21:30:00,1
10255,JPY,2,BOJ Gov Shirakawa Speaks,NULL,NULL,NULL,2010-06-22 22:00:00,1
10256,EUR,2,French Flash Manufacturing PMI,55.8,55.2,54.9,2010-06-22 22:30:00,1
10257,EUR,2,German Flash Manufacturing PMI,58.4,58.2,58.1,2010-06-22 23:00:00,1
10258,EUR,2,Flash Manufacturing PMI,55.8,55.4,55.6,2010-06-22 23:30:00,1
10259,GBP,3,MPC Asset Purchase Facility Votes,0-0-9,0-0-8,0-0-8,2010-06-23 00:00:00,1
10260,GBP,2,CBI Realized Sales,-18,-17,-5,2010-06-23 01:30:00,1
10261,CAD,3,Core Retail Sales m/m,1.70,0.00,-1.20,2010-06-23 04:00:00,1
10262,EUR,2,Belgian NBB Business Climate,-4.9,-5.1,-7.7,2010-06-23 04:30:00,1
10263,USD,3,New Home Sales,446,424,300,2010-06-23 05:30:00,1
10264,USD,2,Crude Oil Inventories,1.7,-1.2,2.0,2010-06-23 06:00:00,-1
10265,USD,3,FOMC Statement,NULL,NULL,NULL,2010-06-22 21:45:00,1
10266,NZD,3,GDP q/q,0.90,0.50,0.60,2010-06-23 02:15:00,1
10267,JPY,1,SPPI y/y,-1.10,-1.00,-0.80,2010-06-23 03:20:00,1
10268,JPY,2,Trade Balance,0.51,0.64,0.42,2010-06-23 03:22:00,1
10269,AUD,2,CB Leading Index m/m,0.30,NULL,0.10,2010-06-23 03:30:00,1
10270,EUR,2,French Consumer Spending m/m,-1.30,0.30,0.70,2010-06-23 22:15:00,1
10271,EUR,1,Italian Retail Sales m/m,0.40,-0.10,-0.30,2010-06-23 23:30:00,1
10272,EUR,2,Industrial New Orders m/m,5.10,1.60,0.90,2010-06-24 00:30:00,1
10273,USD,3,Core Durable Goods Orders m/m,-0.80,1.10,0.90,2010-06-24 04:00:00,1
10274,USD,1,Natural Gas Storage,87,80,81,2010-06-24 06:00:00,-1
10275,NZD,2,Trade Balance,665,845,814,2010-06-24 02:15:00,1
10276,GBP,1,BOE Financial Stability Report,NULL,NULL,NULL,2010-06-24 02:31:00,1
10277,JPY,2,Tokyo Core CPI y/y,-1.50,-1.50,-1.30,2010-06-24 03:00:00,1
10278,EUR,1,German Import Prices m/m,2.00,0.10,0.60,2010-06-24 21:30:00,1
10279,CHF,1,SNB Quarterly Bulletin,NULL,NULL,NULL,2010-06-25 00:30:00,1
10280,USD,2,Final GDP q/q,3.00,3.00,2.70,2010-06-25 04:00:00,1
10281,All,2,G8 Meetings,NULL,NULL,NULL,2010-06-25 07:30:00,1
10282,USD,2,Revised UoM Consumer Sentiment,75.5,75.5,76,2010-06-25 05:25:00,1
10283,All,2,G20 Meetings,NULL,NULL,NULL,2010-06-26 07:30:00,1
10284,All,2,G8 Meetings,NULL,NULL,NULL,2010-06-26 07:30:00,1
10285,All,2,G20 Meetings,NULL,NULL,NULL,2010-06-27 07:30:00,1
10286,JPY,2,Retail Sales y/y,4.90,4.70,2.80,2010-06-27 03:20:00,1
10287,NZD,3,ANZ Business Confidence,48.2,NULL,40.2,2010-06-26 20:30:00,1
10288,EUR,2,German Prelim CPI m/m,0.10,0.10,0.10,2010-06-28 07:30:00,1
10289,EUR,2,M3 Money Supply y/y,-0.10,0.20,-0.20,2010-06-27 23:30:00,1
10290,EUR,2,Italian 10-y Bond Auction,4.071,NULL,4.091,2010-06-28 00:48:00,0
10291,USD,2,Core PCE Price Index m/m,0.10,0.10,0.20,2010-06-28 04:00:00,1
10292,EUR,2,German Buba President Weber Speaks,NULL,NULL,NULL,2010-06-27 21:30:00,1
10293,USD,2,FOMC Member Warsh Speaks,NULL,NULL,NULL,2010-06-28 08:15:00,1
10294,NZD,2,Building Consents m/m,8.50,NULL,-9.60,2010-06-28 02:15:00,1
10295,JPY,2,Household Spending y/y,-0.70,0.40,-0.70,2010-06-28 03:00:00,1
10296,JPY,2,Prelim Industrial Production m/m,1.30,0.10,-0.10,2010-06-28 03:20:00,1
10297,CHF,2,UBS Consumption Indicator,1.73,NULL,1.74,2010-06-28 21:30:00,1
10298,EUR,0,Italian Bank Holiday,NULL,NULL,NULL,2010-06-29 07:30:00,0
10299,EUR,1,Retail PMI,47.4,NULL,50.4,2010-06-28 23:30:00,1
10300,GBP,2,Net Lending to Individuals m/m,0.9,0.9,1.5,2010-06-29 00:00:00,1
10301,CAD,2,RMPI m/m,1.60,-0.30,-7.20,2010-06-29 04:00:00,1
10302,USD,2,S&P/CS Composite-20 HPI y/y,2.30,3.50,3.80,2010-06-29 04:30:00,1
10303,USD,3,CB Consumer Confidence,62.7,62.8,52.9,2010-06-29 05:30:00,1
10304,GBP,2,GfK Consumer Confidence,-18,-20,-19,2010-06-29 02:31:00,1
10305,JPY,1,Final Manufacturing PMI,54.7,NULL,53.9,2010-06-29 02:45:00,1
10306,AUD,2,HIA New Home Sales m/m,6.20,NULL,-6.40,2010-06-29 04:44:00,1
10307,AUD,2,Private Sector Credit m/m,0.30,0.40,0.50,2010-06-29 05:00:00,1
10308,NZD,2,RBNZ Statement of Intent,NULL,NULL,NULL,2010-06-29 05:30:00,1
10309,JPY,1,Housing Starts y/y,0.60,5.10,-4.60,2010-06-29 20:30:00,1
10310,GBP,3,Nationwide HPI m/m,0.50,0.30,0.10,2010-06-29 21:30:00,1
10311,EUR,2,German Unemployment Change,-41,-23,-21,2010-06-29 23:25:00,-1
10312,GBP,1,Revised Business Investment q/q,6.00,6.10,7.80,2010-06-30 00:00:00,1
10313,EUR,2,CPI Flash Estimate y/y,1.60,1.50,1.40,2010-06-30 00:30:00,1
10314,CHF,3,KOF Economic Barometer,2.16,2.17,2.25,2010-06-30 01:00:00,1
10315,USD,3,ADP Non-Farm Employment Change,57,59,13,2010-06-30 03:45:00,1
10316,CAD,3,GDP m/m,0.60,0.20,0.00,2010-06-30 04:00:00,1
10317,USD,1,FOMC Member Duke Speaks,NULL,NULL,NULL,2010-06-30 04:30:00,1
10318,USD,2,Chicago PMI,59.7,59.1,59.1,2010-06-30 05:15:00,1
10319,EUR,2,ECB President Trichet Speaks,NULL,NULL,NULL,2010-06-30 06:00:00,1
10320,AUD,1,AIG Manufacturing Index,56.3,NULL,52.9,2010-06-30 02:58:00,1
10321,JPY,3,Tankan Manufacturing Index,-14,-3,1,2010-06-30 03:20:00,1
10322,CNY,3,Manufacturing PMI,53.9,53.2,52.1,2010-06-30 04:30:00,1
